TroubleTicketing_22-Jan-2026_16-2-59Ticket Id,Site Id,Site Name,Dependent Sites,Site Class,Site Class Code,Anchor Opco Site id,Power Model,Region,District,Power Vendor,Site Area Type,Vendor,Operator Parameter,Operator Exempted,Alarm Description,Equipment,Alarm Start Date Time,Alarm End Date Time,Problem Start Date,Problem End Date,Ticket Log Date,Logged By,Operator,Ticket Closure Date,Assigned To,Ticket Hierarchy,Digitally Dispatch,Contact No.,Assigned Date,Closed By,Total Duration,Duration,Operator SLA,Vendor SLA,SLA Remaining Time Operator,SLA Remaining Time Vendor,Alarm Status,Ticket Treatment,Ticket Status,Severity,Current Level,ETA (Mins.),ETA Time,ETR (Mins.),ETR Time,RCA Category,RCA Sub Category,RCA,Ref Ticket ID,Remarks,Alarm Detail,Problem Description,Ticket Type,Ticket Mode,Total Effected Duration,Effected Sites,Battery Discharge Start Date Time,Spare Parts,Battery Backup Duration,DG Night Time Restriction (HH:MM),Site Latitude,Site Longitude,User Lat,User Long,Distance (Kms.),DG Meter Reading,Grid Meter Reading,Fuel Level,Action Taken,Service Type,Parent Ticket Id,Refer Count,Hub Site Id,Child Ticket Count,PR No,Abstract,Service Impacted,Service Impact Start,Services Affected,Initial Analysis,X-References,TwoG Node,ThreeG Node,LTE,IP Site,Originator Id,Originator Group,Last Referred Group,Reffered to Group,RTTS Clear Group,Action,Status Reason,RTTS Opr Site Id,Fault Area,Fault Area Detail,Resolution Method,Node,Network,Site Location,Solution Details,Restoration Approval Time,Restoration Time,Approval Time,Approval Resolve Time,NET Resolution Time,Severity Change Time,Generator Asset Id,Priority,Delay Reason,TT Response Time,undefined,undefined,undefined,Hub Time(HH:MM),RTTS Ticket Create Date,Severity Change Remarks
"TT00709263","1011151","ZQU972","ST(PG)","Metro","Classic","ZQU972","Hybrid","East","Jouf","Huawei-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 01:23:04","","03-Jul-2021 01:23","","21-Jan-2026 16:34:39","System","STC","","TWL-EM-EAST ALAM A KHAN","Parent","","505223167","21-Jan-2026 16:34:39","","1664 Day(s) 14:41:25","39951","STC-No      ","No","-1664 Day(s) 09:41:25      ","-1664 Day(s) 09:41:25","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm","","Incident","Auto","1664 Day(s) 14:41:25","1","","","","","31.30272","37.37009","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709319","1008188","ZHF116","ST(PG)","Major Metro","Golden","ZHF116","Grid","East","Ahsa","Huawei-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 14:08:26","","03-Jul-2021 14:08","","21-Jan-2026 16:34:53","System","STC","","TWL-EM-EAST Muhammad Sohail Rabnawaz","Parent","","535037981","21-Jan-2026 16:34:53","","1664 Day(s) 01:56:03","39938","STC-No      ","No","-1663 Day(s) 21:56:03      ","-1663 Day(s) 21:56:03","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm","","Incident","Auto","1664 Day(s) 01:56:03","1","","","","","25.358373","49.735824","","","","","","","","Major Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00708798","1000007","PNJ789","ST(PG)","Metro","Classic","PNJ789","Private Source","West","Jeddah","Ericsson-PV","Urban","Ericsson","STC","","Ac Meter Not Responding","AC Meter","04-Dec-2025 15:29:00","","04-Dec-2025 15:29","","04-Dec-2025 15:29:24","Super Admin  - 9898976789(superadmin)","STC","","2nd Escalation ","Child","","","04-Dec-2025 15:29:24","","49 Day(s) 00:35:29","1177","STC-No      ","No","-48 Day(s) 12:35:29      ","-48 Day(s) 12:35:29","Open","Standard","Assign","Medium","Third Escalation","","","","","","","","","","","","Incident","Manual","49 Day(s) 00:35:29","1","","","","","21.764683","39.169669","","","","","","","","Metro","TT00708799","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00708939","1005592","ZAB907","ST(PG)","Metro","Titanium","ZAB907","Grid","South","Asir","Ericsson-PV","Urban","Ericsson","","","Low Voltage[Hajj]","AC Meter","11-Dec-2025 12:38:28","","11-Dec-2025 12:38","","11-Dec-2025 15:03:07","System","STC","","TWL-EM-SOUTH Hesham Abdelrady Eissa","Parent","","567912898","11-Dec-2025 15:03:07","","42 Day(s) 03:26:01","1011","STC-No      ","No","-41 Day(s) 22:26:01      ","-41 Day(s) 22:26:01","Open","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Low Voltage[Hajj]","Low Voltage[Hajj]","Incident","Auto","42 Day(s) 03:26:01","1","","","","","18.23132","42.50631","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709208","1000060","ZRI108","ST(PG)","Metro","Classic","ZRI108","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Ac Meter Not Responding","AC Meter","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:37:22","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:37:22","","9 Day(s) 01:30:29","218","STC-No      ","No","-8 Day(s) 13:30:29      ","-8 Day(s) 13:30:29","Open","Standard","Assign","Medium","Third Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","24.75373","46.8731","","","","","","","","Metro","","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709337","1000901","ZJZ663","ST(PG)","Remote","Classic","ZJZ663","Grid","South","Jizan","Huawei-PV","SubUrban","Ericsson","STC","","Acu Fault (Itc)","General","","","22-Jan-2026 12:45","","22-Jan-2026 12:45:12","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","22-Jan-2026 12:45:12","","03:19:29","3","STC-Yes      ","Yes","03:40:31      ","03:40:31","","Standard","Assign","Critical","Second Escalation","10","22-Jan-2026 12:45:38","30","22-Jan-2026 12:45:38","","","","","reassigned","","","Incident","Manual","03:19:29","1","","","","","16.99718","42.92073","","","","","","","","Remote","","1","","","","","Outage","22-Jan-2026 12:43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709194","1000057","ZWJ022","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Fire Alarm","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:35:26","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Child","","9898976789","13-Jan-2026 14:35:26","","9 Day(s) 01:30:29","218","STC-No      ","No","-8 Day(s) 20:30:29      ","-8 Day(s) 20:30:29","Open","Standard","Assign","Critical","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","26.26056","36.44891","","","","","","","","Metro","TT00709196","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709262","1000642","ZBG007","ST(PG)","Remote","Golden","ZBG007","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","STC","","Door Alarm","General","03-Jul-2021 01:22:28","","03-Jul-2021 01:22","","21-Jan-2026 16:34:39","System","STC","","TWL-EM-SOUTH Hamada Sobhy Mohamed Habib","Child","","537712218","21-Jan-2026 16:34:39","","1664 Day(s) 14:42:29","39951","STC-No      ","No","-1664 Day(s) 07:42:29      ","-1664 Day(s) 07:42:29","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","e","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 14:42:29","1","","","","","18.95431","41.94457","","","","","","","","Remote","TT00709169","1","HSID1","1","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709286","1012368","ZND614","ST(PG)","Metro","Classic","ZND614","Grid","East","Dammam","Huawei-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 06:09:54","","03-Jul-2021 06:09","","21-Jan-2026 16:34:45","System","STC","","TWL-EM-EAST NASIR MEHMOOD MUHAMMAD SALEEM","Parent","","557678935","21-Jan-2026 16:34:45","","1664 Day(s) 09:54:35","39946","STC-No      ","No","-1664 Day(s) 04:54:35      ","-1664 Day(s) 04:54:35","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 09:54:35","1","","","","","26.35744","50.19665","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709128","1000060","ZRI108","ST(PG)","Metro","Classic","ZRI108","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Generator 1 Running","General","30-Dec-2025 00:00:00","","30-Dec-2025 00:00","","30-Dec-2025 15:53:54","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","30-Dec-2025 15:53:54","","23 Day(s) 16:04:29","568","STC-No      ","No","-21 Day(s) 16:04:29      ","-21 Day(s) 16:04:29","Open","Standard","Assign","Low","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","23 Day(s) 16:04:29","1","","","","","24.75373","46.8731","","","","","","","","Metro","","1","HSID1","","","","Outage","30-Dec-2025 00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709163","1000045","Z86004","ST","Major Remote","Classic","Z86004","Solar System","South","Najran","Nokia-PV","Rural","Ericsson","STC","","Aclowvoltage","HO - AC power supply","07-Jan-2026 14:44:18","","07-Jan-2026 14:44","","08-Jan-2026 15:08:30","System","STC","","TWL-EM-EAST JAMAL UDDIN SHAHAJ","Parent","","530304981","22-Jan-2026 15:24:03","","15 Day(s) 01:20:29","361","STC-No      ","No","-14 Day(s) 18:20:29      ","-14 Day(s) 18:20:29","Open","Standard","Assign","High","Second Escalation","","","","","","","","","Remarks added","Aclowvoltage","Aclowvoltage","Incident","Auto","15 Day(s) 01:20:29","1","","","","","18.23655","45.55851","","","","","","","","Major Remote","","1","HSID1","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709274","1000642","ZBG007","ST(PG)","Remote","Golden","ZBG007","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","","","Door Alarm","General","03-Jul-2021 03:10:44","","03-Jul-2021 03:10","","21-Jan-2026 16:34:42","System","STC","","TWL-EM-SOUTH Hamada Sobhy Mohamed Habib","Parent","","537712218","21-Jan-2026 16:34:42","","1664 Day(s) 12:53:45","39949","STC-No      ","No","-1664 Day(s) 05:53:45      ","-1664 Day(s) 05:53:45","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 12:53:45","1","","","","","18.95431","41.94457","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709276","1000642","ZBG007","ST(PG)","Remote","Golden","ZBG007","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","STC","","Door Alarm","General","03-Jul-2021 03:20:38","","03-Jul-2021 03:20","","21-Jan-2026 16:34:43","System","STC","","TWL-EM-EAST JAMAL UDDIN SHAHAJ","Parent","","530304981","22-Jan-2026 12:19:31","","1664 Day(s) 12:44:29","39949","STC-No      ","No","-1664 Day(s) 05:44:29      ","-1664 Day(s) 05:44:29","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","v","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 12:44:29","1","","","","","18.95431","41.94457","","","","","","","","Remote","","1","HSID1","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709305","1000068","ZMK450","ST(PG)","VIP Remote","Golden_Titanium","ZMK450","Grid","West","Makkah","Nokia-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 12:51:29","","03-Jul-2021 12:51","","21-Jan-2026 16:34:50","System","STC","","TWL-EM-WEST Mohammmed Anees Mohideen","Parent","","501874509","21-Jan-2026 16:34:50","","1664 Day(s) 03:13:00","39939","STC-No      ","No","-1663 Day(s) 22:13:00      ","-1663 Day(s) 22:13:00","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm","","Incident","Auto","1664 Day(s) 03:13:00","1","","","","","21.43964","39.63073","","","","","","","","VIP Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709243","1000034","ZND881","ST(PG)","Metro","Classic","ZND881","Grid","East","Dammam","Huawei-PV","Urban","Ericsson","STC","","Acu Fault (Itc)","General","","","19-Jan-2026 14:11","19-Jan-2026 14:51","19-Jan-2026 14:11:47","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","19-Jan-2026 14:11:47","","00:40:00","1","STC-Yes      ","Yes","04:20:00      ","04:20:00","","Standard","Resolved","Critical","Assignment","10","19-Jan-2026 14:12:38","30","19-Jan-2026 14:12:38","Access-Module/Cable","GE/FE-Module/cable Faulty","Test","","Resolved","","","Incident","Manual","00:40:00","1","","","","","26.52977","50.02298","","","","value","value","value","Action Taken","Metro","","1","","","","","Outage","19-Jan-2026 14:10","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:40","","","P0","","00:00:52","","","","00.67","","",
"TT00708784","1000008","ZNJ637","ST(PG)","Metro","Classic","ZNJ637","Grid","West","Jeddah","Ericsson-PV","Urban","Ericsson","STC","","IBS DAS-Ld Alarm","IBS DAS","","","02-Dec-2025 17:25","","02-Dec-2025 17:25:32","Super Admin  - 9898976789(superadmin)","STC","","TWL_South ","Parent","","","02-Dec-2025 17:25:32","","50 Day(s) 22:39:29","1223","STC-No      ","No","-50 Day(s) 17:39:29      ","-50 Day(s) 17:39:29","","Standard","Assign","Critical","First Escalation","","","","","","","","","zcc","","","Incident","Manual","50 Day(s) 22:39:29","1","","","","","21.50147","39.27624","","","","","","","","Metro","","1","HUBRTTS7","","","","Outage","02-Dec-2025 11:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00708800","1000007","Udhailiyah-GOSP12","ST(PG)","Metro","Classic","PNJ789","Private Source","West","Jeddah","Ericsson-PV","Urban","Ericsson","STC","","Stc Rtts","AC Meter","","","23-May-2023 14:21","","04-Dec-2025 15:30:15","RTTS","STC","","TWL_South ","Child","","","04-Dec-2025 15:30:15","","975 Day(s) 01:43:29","23402","-      ","","      ","","","Standard","Referred","Critical","First Escalation","","","","","","","","","","","","RTTS Ticket","Integration","975 Day(s) 01:43:29","1","","","","","21.764683","39.169669","","","","","","","","Metro","TT00708799","1","","","RTTS3340","Tawal Test Ticket_011","Outage","28-AUG-2023 12:14:27","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","PNJ789","","","","","MOBILE","","","","","","","","","","P0","","","","","","","02-Dec-2025 11:14:13","",
"TT00709005","1005614","Udhailiyah-GOSP12","ST(PG)","Metro,VIP Remote","Titanium","ZMC781","Grid","West","Taif","Nokia-PV","Rural","Ericsson","STC","","Stc Rtts","AC Meter","","","23-May-2023 14:21","","12-Dec-2025 16:07:40","RTTS","STC","","TWL_South ","Parent","","","12-Dec-2025 16:07:40","","975 Day(s) 01:43:29","23402","-      ","","      ","","","Standard","Referred","High","First Escalation","","","","","","","","","","","","RTTS Ticket","Integration","975 Day(s) 01:43:29","1","","","","","21.64878","40.38609","","","","","","","","VIP Remote","","1","","","RTTS445","Tawal Test Ticket_011","Outage","28-AUG-2023 12:14:27","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZMC781","","","","","MOBILE","","","","","","","","","","P0","","","","","","","02-Dec-2025 11:14:13","",
"TT00709206","1000057","ZWJ022","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Air Condition 1 Fault","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:37:19","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Child","","9898976789","13-Jan-2026 14:37:19","","9 Day(s) 01:30:29","218","STC-No      ","","-9 Day(s) 01:22:29      ","","Open","Standard","Assign","High","Second Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","26.26056","36.44891","","","","","","","","Metro","TT00709196","1","HSID1","","","","Outage","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709255","1000013","ZKH957","ST(PG)","Metro","Classic","ZKH957","Hybrid","South","Asir","Nokia-PV","Urban","Ericsson","STC","","Door Alarm","General","21-Jan-2026 15:37:00","","21-Jan-2026 15:37","","21-Jan-2026 15:37:41","Super Admin  - 9898976789(superadmin)","STC","","1st Escalation ","Parent","","","21-Jan-2026 15:37:42","","1 Day(s) 00:27:29","24","STC-No      ","No","-19:27:29      ","-19:27:29","Open","Standard","Assign","Critical","Third Escalation","","","","","","","","","","","","Incident","Manual","1 Day(s) 00:27:29","1","","","","","18.30081","42.761299","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709198","1000060","ZRI108","ST(PG)","Metro","Classic","ZRI108","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Ac Meter Not Responding","AC Meter","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:35:29","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:35:29","","9 Day(s) 01:30:29","218","STC-No      ","No","-8 Day(s) 13:30:29      ","-8 Day(s) 13:30:29","Open","Standard","Assign","Medium","Third Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","24.75373","46.8731","","","","","","","","Metro","","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709277","1000642","ZBG007","ST(PG)","Remote","Golden","ZBG007","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","","","Door Alarm","General","03-Jul-2021 03:21:40","","03-Jul-2021 03:21","","21-Jan-2026 16:34:43","System","STC","","TWL-EM-SOUTH Hamada Sobhy Mohamed Habib","Parent","","537712218","21-Jan-2026 16:34:43","","1664 Day(s) 12:42:49","39949","STC-No      ","No","-1664 Day(s) 05:42:49      ","-1664 Day(s) 05:42:49","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 12:42:49","1","","","","","18.95431","41.94457","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709303","1009736","ZMB986","ST(PG)","Remote","Classic","ZMB986","Grid","Central","Qassim","Huawei-PV","Rural","Ericsson","","","Door Alarm","General","03-Jul-2021 12:43:42","","03-Jul-2021 12:43","","21-Jan-2026 16:34:49","System","STC","","TWL-EM-CENTER ","Parent","","","21-Jan-2026 16:34:49","","1664 Day(s) 03:20:47","39939","STC-No      ","No","-1663 Day(s) 20:20:47      ","-1663 Day(s) 20:20:47","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm","","Incident","Auto","1664 Day(s) 03:20:47","1","","","","","25.61065","44.09146","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709326","1001758","ZMD309","ST(PG)","Remote","Golden","ZMD309","Hybrid","West","Madinah","Nokia-PV","Rural","Nokia","","","Door Alarm","General","03-Jul-2021 14:41:10","","03-Jul-2021 14:41","","21-Jan-2026 16:34:54","System","STC","","TWL-EM-WEST Muhammad Karam Nizam","Parent","","503814334","21-Jan-2026 16:34:54","","1664 Day(s) 01:23:19","39937","STC-No      ","No","-1663 Day(s) 18:23:19      ","-1663 Day(s) 18:23:19","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 01:23:19","1","","","","","24.0682","38.9048","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00708806","1000090","ZNJA367","ST(PG)","Metro","Classic","ZNJA367","Grid","West","Jeddah","Ericsson-PV","Urban","Ericsson","STC","","Acu Faulty (Itc)","HO - Cooling System","","","04-Dec-2025 15:53","","04-Dec-2025 15:53:57","Super Admin  - 9898976789(superadmin)","STC","","2nd Escalation ","Child","","","04-Dec-2025 15:53:57","","49 Day(s) 00:11:29","1176","STC-No      ","No","-48 Day(s) 12:11:29      ","-48 Day(s) 12:11:29","","Standard","Assign","Medium","Third Escalation","","","","","","","","","","","","Incident","Manual","49 Day(s) 00:11:29","1","","","","","21.424999","39.306671","","","","","","","","Metro","TT00708807","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709057","1006457","Udhailiyah-GOSP12","ST(PG)","Remote","Classic","ZTY997","Grid","West","Tabuk","Huawei-PV","SubUrban","Ericsson","STC","","Stc Rtts","AC Meter","","","23-May-2023 14:21","","22-Dec-2025 13:04:00","RTTS","STC","","TWL-EM-EAST ","Child","","","22-Jan-2026 15:15:26","","975 Day(s) 01:43:29","23402","-      ","","      ","","","Standard","Referred","Critical","First Escalation","","","","","","","","","v","","","RTTS Ticket","Integration","00:00:00","0","","","","","27.61945","38.52431","","","","","","","","Remote","TT00709169","1","HSID1","","RTTS3650","Tawal Test Ticket_011","Degraded","23-MAY-2023 14:21:11","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZTY997","","","","","MOBILE","","","","","","","","","","P0","","","","","","","11-Sep-2024 14:32:06","",
"TT00709197","1000057","ZWJ022","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Air Condition 2 Fault","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:35:28","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Child","","9898976789","13-Jan-2026 14:35:28","","9 Day(s) 01:30:29","218","STC-No      ","","-9 Day(s) 01:22:29      ","","Open","Standard","Assign","High","Second Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","26.26056","36.44891","","","","","","","","Metro","TT00709196","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709328","1000004","ZRI238","ST,MB(PG)","Metro,Unknown","Silver","ZRI238","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","Mobily,STC","","Acu Fault (Itc)","General","","","21-Jan-2026 17:01","","21-Jan-2026 17:01:05","Super Admin  - 9898976789(superadmin)","Mobily,STC","","3rd Escalation ","Parent","","","21-Jan-2026 17:01:06","","23:03:29","23","STC-No      ","No","-18:03:29      ","-18:03:29","","Standard","Assign","Critical","Third Escalation","10","21-Jan-2026 17:03:50","30","21-Jan-2026 17:03:50","","","","","reassigned","","","Incident","Manual","23:03:29","1","","","","","24.58003","46.77692","","","","","","","","Metro","","1","","","","","Outage","21-Jan-2026 16:59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709284","1005892","ZHA473","ST(PG)","Remote","Classic","ZHA473","Grid","Central","Hail","Huawei-PV","Rural","Ericsson","","","Door Alarm","General","03-Jul-2021 03:46:26","","03-Jul-2021 03:46","","21-Jan-2026 16:34:44","System","STC","","TWL-EM-CENTER Liaqaat A. Saeed ","Parent","","533816286","21-Jan-2026 16:34:44","","1664 Day(s) 12:18:03","39948","STC-No      ","No","-1664 Day(s) 05:18:03      ","-1664 Day(s) 05:18:03","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm","","Incident","Auto","1664 Day(s) 12:18:03","1","","","","","27.06568","42.23475","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709362","1000002","ZRY336","ST(PG)","Metro,Remote","Classic","ZRY336","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","","","Door Alarm","General","22-Jan-2026 15:45:00","","22-Jan-2026 15:45","","22-Jan-2026 15:48:16","System","STC,test9","","TWL-EM-CENTER ","Parent","","","22-Jan-2026 15:48:16","","00:19:29","0","STC-Yes      ","Yes","04:40:31      ","04:40:31","Closed","Standard","Assign","Critical","First Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","00:19:29","1","","","","","24.7202","46.6569","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709002","1000004","ZRI238","ST,MB(PG)","Metro,Unknown","Silver","ZRI238","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","Mobily,STC","","Acu Fault (Stc)","General","","","12-Dec-2025 15:57","","12-Dec-2025 15:57:43","Super Admin  - 9898976789(superadmin)","Mobily,STC","","Field User ","Parent","","","12-Dec-2025 15:57:43","","41 Day(s) 00:07:29","984","STC-No      ","No","-40 Day(s) 19:07:29      ","-40 Day(s) 19:07:29","","Standard","Assign","Critical","First Escalation","","","","","","","","","","","","Incident","Manual","41 Day(s) 00:07:29","1","","","","","24.58003","46.77692","","","","","","","","Metro","","1","","","","","Outage","12-Dec-2025 11:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
